id;ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
2120;6;2009;2015;2017;ESP27429;ESP450;R Stalingrad Musset La Bruyère;0 à 10 cm;N/A;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Essence ne correspondant pas sur le terrain : essence indéterminée;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle tuteur, attache ou protection;non;N/A;N/A;vigoureux
2121;5;2004;2014;2015;ESP8679;ESP1274;Pl Ch Dullin impair ;10 à 20 cm;indica;passages fréquents et arrêts fréquents;Lagerstroemia;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Cépée 2 brins, Cépée 2 brins, Plantations à protéger du vandalisme.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2122;6;2004;2015;2019;ESP1765;ESP548;R Gervasoti mail des tilleuls;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2123;5;2004;2014;2014;ESP24968;ESP718;Bd Clémenceau Valmy  J d'arc;40 à 50 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigoureux
2124;3;2004;2014;2014;ESP7149;ESP875;R R Salengro pel Hlle Blanche;90 à 100 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;var. 'Italica' - Réduit en 2014;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Italica;vigueur intermédiaire
2125;1;2004;2014;2016;ESP32843;ESP31186;R Ernest Hareux zone compost;10 à 20 cm;nigra;quelques passages;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Sans_ID ;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
2126;1;2014;2014;2019;ESP33273;ESP33625;Av Martyrs Résistance Horowitz;10 à 20 cm;sylvestris;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
2127;6;2004;2014;2014;ESP12076;ESP247;R Esmonin sép face IMT;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2128;3;2004;2013;N/A;ESP8237;ESP1359;Pc Ch Elysés pelouse Nord;50 à 60 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2129;2;2004;2015;N/A;ESP10954;ESP114;Pl J Moulin partie Sud Est;20 à 30 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2130;5;2004;2015;2016;ESP19461;ESP53;Prc Echangeurs talus berges;10 à 20 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;candélabre;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2131;4;2004;2015;2016;ESP21130;ESP637;Cargo park Est;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
2132;3;2004;2015;2020;ESP24618;ESP523;R Coubertin service voirie;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Voie ferrée à proximité;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2133;6;2010;2015;2017;ESP15299;ESP455;All Romantiques LBruyère Vigny;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2134;3;2004;2014;2014;ESP11200;ESP1361;R R Salengro talus biblio;10 à 20 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. 'Austriaca' - Déporté sur la route;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille formation et mise au gabarit;non;N/A;Austriaca;vigueur intermédiaire
2135;6;2004;2015;2017;ESP27517;ESP1170;R C Kogan Pl centrale;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Houppier clair, aiguilles roussies;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Controle;non;N/A;Austriaca;vigoureux
2136;2;2005;2015;2020;ESP6045;ESP1025;Pl de Verdun;20 à 30 cm;americana;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2137;4;2004;2015;2020;ESP25936;ESP686;Cargo Ext NDame piste cyclable;20 à 30 cm;australis;passages fréquents et arrêts fréquents;Celtis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2138;4;2004;2015;2018;ESP4423;ESP410;R du 140 RIA derr Taillefer;50 à 60 cm;bignonoides;passages fréquents et arrêts fréquents;Catalpa;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Plusieurs chicots de branches cassées;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
2139;6;2004;2013;N/A;ESP16533;ESP446;R H Barbusse;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2140;3;2004;2013;N/A;ESP27787;ESP600;Al Lys Rouge salle polyvalente;30 à 40 cm;excelsior;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
2141;2;2015;2015;2020;ESP33761;ESP964;Chem bois Artas mais retraite;10 à 20 cm;domestica;passages fréquents ou arrêts;Malus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;Nouveau;N/A;ESP174;Arbre d'espaces ouverts;N/A;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
2142;2;2004;2013;2014;ESP13524;ESP830;R Hébert imp Verdun St Roch;40 à 50 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;Negenia;vigueur intermédiaire
2143;6;2004;2014;N/A;ESP16988;ESP36;Stade VO pourtour;30 à 40 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;Wierii;vigueur intermédiaire
2144;5;2004;2014;2014;ESP4297;ESP648;Av Paul Cocat impair;40 à 50 cm;americana;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Importantes blessures au tronc et au houppier mais avc une bonne cicatrisation;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2145;5;2004;2013;2014;ESP18325;ESP236;Bd J Pain Forum sép central;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
2146;3;2004;2015;2017;ESP30252;ESP604;Cité Mistral dev Tour n 74;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Racines sectionnées par des travaux sur une conduite à moins d'1m de l'arbre - Gêne l'occupante du 1er étage;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
2147;6;2004;2015;2020;ESP24389;ESP1396;Pass du Verderet derr école;10 à 20 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Essence ne correspondant pas sur le terrain;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2148;6;2004;2014;2015;ESP15569;ESP249;Ec des Trembles;20 à 30 cm;N/A;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
2149;5;2004;2015;N/A;ESP4272;ESP720;Prc Echangeurs Valmy Gallieni;30 à 40 cm;N/A;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;envahie de lierre;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Moyenne;N/A;non;N/A;N/A;vigueur intermédiaire
2150;3;2004;2013;2015;ESP7558;ESP1220;Ave Beaumarchais;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2151;5;2004;2015;2016;ESP11319;ESP1056;Pl Salvatore Allende;40 à 50 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2152;1;2004;2014;N/A;ESP15864;ESP1179;R Jules Horowitz;70 à 80 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Basse;N/A;oui;N/A;N/A;vigoureux
2153;3;2004;2014;2014;ESP24782;ESP662;Pc Savane pelouses Nord;20 à 30 cm;glutinosa;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Dominé.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
2154;2;2004;2013;N/A;ESP2024;ESP830;R Hébert imp Verdun St Roch;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;Negenia;vigoureux
2155;3;2009;2015;2016;ESP3209;ESP1223;Ave Rh Danube devant l'Atelier;10 à 20 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Etêté;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;Haute;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2156;6;2004;2013;2017;ESP10433;ESP1398;Prc La Bruyère accés SUD;10 à 20 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Arbre dominé;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
2157;1;2004;2014;2014;ESP31255;ESP31186;R Ernest Hareux zone compost;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;oui;N/A;Italica;vigoureux
2158;6;2004;2013;2016;ESP15305;ESP464;Park P Gaspard;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Surveiller l'évolution des blessures;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
2159;3;2004;2014;N/A;ESP20195;ESP1332;Le Rondeau coté pair;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2160;1;2005;2014;N/A;ESP10661;ESP268;R Vercors Morel à Alambert;10 à 20 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2161;1;2004;2014;2019;ESP27619;ESP794;Cité F Gauthier abord bati;40 à 50 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Incliné.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
2162;5;2004;2015;N/A;ESP29105;ESP259;Av P Cocat n 21et 21bis;40 à 50 cm;N/A;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2163;1;2004;2013;2016;ESP16681;ESP1280;R Charles Berthier;40 à 50 cm;australis;passages fréquents et arrêts fréquents;Celtis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;non;N/A;N/A;vigoureux
2164;4;2004;2015;2017;ESP11112;ESP655;Sq Foch ang Mangin;70 à 80 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Cavité à la base des charpentières - Réduction légère;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigueur intermédiaire
2165;3;2004;2013;2017;ESP3265;ESP1335;R Capitaine Camine park ;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;oui;N/A;N/A;vigoureux
2166;2;2004;2015;2018;ESP16965;ESP283;Esplan boulod et park relais ;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;oui;Alignement;N/A;vigoureux
2167;4;2004;2013;N/A;ESP21762;ESP409;Ch Chapitre ang Stat Ponsard;20 à 30 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2168;3;2004;2013;N/A;ESP2788;ESP116;Crs Libération Beauvert Alliés;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2169;6;2004;2015;2017;ESP21656;ESP775;R Lorenzaccio pair;0 à 10 cm;calleryana;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Fourche basse - Lierre;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;Chanticleer;vigoureux
2170;4;2004;2013;N/A;ESP25850;ESP674;R des Alliés Reynoard Flaubert;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2171;4;2004;2014;N/A;ESP3875;ESP1095;Ave du Grand Serre impair;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2172;5;2004;2013;2015;ESP2487;ESP1424;R G Philippe n 12 à 28;20 à 30 cm;oxyacantha;quelques passages;Crataegus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
2173;2;2009;2014;2014;ESP8873;ESP1030;Jard Hoche Ouest stabilisé pel;10 à 20 cm;minor;passages fréquents et arrêts fréquents;Ulmus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur, Corset à revoir.;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2174;2;2004;2014;N/A;ESP22556;ESP981;Jard Plantes le long J Pain;10 à 20 cm;N/A;passages fréquents ou arrêts;Araucaria;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
2175;1;2014;2014;2019;ESP33416;ESP33630;Av Martyrs Tram Sud Horowitz;10 à 20 cm;cerris;passages fréquents ou arrêts;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
2176;6;2004;2015;N/A;ESP22880;ESP546;R du village face à la Poste;10 à 20 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Pied protégé dans un baquet;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;Inermis;vigoureux
2177;1;2004;2013;2016;ESP9276;ESP797;R Ampère ang Raspail;30 à 40 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Problématique façade + dégâts chaussée + gabarit routier;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2178;3;2004;2013;N/A;ESP26320;ESP724;Pc Ch Elysés Ouest du lac;10 à 20 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;Haute;N/A;non;N/A;N/A;vigoureux
2179;1;2004;2013;2018;ESP27298;ESP1288;R DrGreffier;20 à 30 cm;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
2180;5;2004;2015;2016;ESP16133;ESP995;Prc Echangeurs Bastion St Roch;0 à 10 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Controle tuteur, attache ou protection;non;N/A;N/A;vigoureux
2181;2;2004;2014;N/A;ESP13258;ESP1293;R Thiers pair Condorcet Test;30 à 40 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. Wieri;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;Wierii;vigoureux
2182;5;2004;2015;2016;ESP3371;ESP1342;R N Boileau et Mansard;20 à 30 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
2183;5;2004;2013;2018;ESP27538;ESP1421;Pl  L Jouvet mail jx de boule;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
2184;2;2004;2015;2018;ESP6005;ESP283;Esplan boulod et park relais ;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;Alignement;N/A;vigoureux
2185;6;2004;2015;N/A;ESP12815;ESP1262;R C Kogan centrale tléphonique;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Essence ne correspondant pas sur le terrain;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;oui;N/A;N/A;vigoureux
2186;5;2004;2015;N/A;ESP24170;ESP703;Cité Léon Jouhaux;20 à 30 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
2187;5;2004;2015;2018;ESP11829;ESP55;Av Malherbe Pascal à J Perrot;30 à 40 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2188;6;2004;2014;N/A;ESP24493;ESP36;Stade VO pourtour;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Juglans;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2189;2;2004;2014;N/A;ESP10067;ESP285;Pl de Metz;30 à 40 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. Wieri;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;Wierii;vigoureux
2190;2;2004;2014;2014;ESP3162;ESP817;Jard Hoche P Fugain buttes;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;2 brins;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
2191;6;2004;2015;2018;ESP30675;ESP34;R Musset de Reynoard à Pupin;10 à 20 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
2192;4;2004;2013;N/A;ESP25923;ESP155;R Déportés Bourget  Stalingrad;20 à 30 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Trop de lierre - à enlever;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
2193;1;2014;2014;2019;ESP33449;ESP33628;Av Martyrs pair Nord Mandela;10 à 20 cm;americana;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
2194;6;2004;2015;2018;ESP10341;ESP758;Pl des Saules;N/A;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;N/A;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;oui;N/A;N/A;vigoureux
2195;1;2004;2015;2020;ESP15900;ESP325;Pl St Bruno;30 à 40 cm;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;oui;N/A;N/A;vigoureux
